Company name;Security name;Yahoo code;WSJ code;Google code;Final NOS;Final FFR;Capi;FF Capi;Final Price;          ;YAH price;WSJ price ;SE price;              
WATCHSTONE GROUP Plc.;WATCHSTONE GROUP Plc.;WTG.L;WTG;WTG;46038000;0,8;;;;;;;;
Hornby Plc.;Hornby Plc.;HRN.L;HRN;HRN;166927838;0,08;;;;;;;;
Driver Group Plc.;Driver Group Plc.;DRV.L;DRV;DRV;53961119;0,6;;;;;;;;
SHANTA GOLD;SHANTA GOLD;SHG.L;SHG;SHG;793931012;0,7;;;;;;;;
SPECTRA SYSTEMS Corp.;SPECTRA SYSTEMS Corp.;SPSY.L;SPSY;SPSY;566455;0,95;;;;;;;;
Gyg Plc.;Gyg Plc.;GYG.L;GYG;GYG;46640000;0,5;;;;;;;;
Eagle Eye Solutions Group Plc.;Eagle Eye Solutions Group Plc.;EYE.L;EYE;EYE;25735455;0,95;;;;;;;;
Volga Gas Plc.;Volga Gas Plc.;VGAS.L;VGAS;VGAS;81017800;0,3;;;;;;;;
Bristol & West Plc.;Bristol & West Plc.;BWSA.L;BWSA;BWSA;32593000;0,5;;;;;;;;
Greatland Gold Plc.;Greatland Gold Plc.;GGP.L;GGP;GGP;3793940416;1;;;;;;;;
I3 Energy Plc.;I3 Energy Plc.;I3E.L;I3E;I3E;695655600;0,85;;;;;;;;
Pantheon Resources Plc.;Pantheon Resources Plc.;PANR.L;PANR;PANR;502758713;0,7;;;;;;;;
Gattaca Plc.;Gattaca Plc.;GATC.L;GATC;GATC;32290422;0,5;;;;;;;;
Angling Direct Plc.;Angling Direct Plc.;ANG.L;ANG;ANG;77267304;0,6;;;;;;;;
Ms International Plc.;Ms International Plc.;MSI.L;MSI;MSI;18396073;0,75;;;;;;;;
Christie Group Plc.;Christie Group Plc.;CTG.L;CTG;CTG;26526729;1;;;;;;;;
Mission Group Plc.;Mission Group Plc.;TMG.L;TMG;TMG;85295565;0,95;;;;;;;;
City Of London Group Plc.;City Of London Group Plc.;CIN.L;CIN;CIN;39961051;0,25;;;;;;;;
Victoria Oil & Gas Plc.;Victoria Oil & Gas Plc.;VOG.L;VOG;VOG;256861796;0,75;;;;;;;;
Synectics Plc.;Synectics Plc.;SNX.L;SNX;SNX;17794439;0,35;;;;;;;;
1Pm Plc.;1Pm Plc.;OPM.L;OPM;OPM;90374204;0,6;;;;;;;;
W.H.IRELAND GROUP;W.H.IRELAND GROUP;WHI.L;WHI;WHI;48729921;0,35;;;;;;;;
Afc Energy Plc.;Afc Energy Plc.;AFC.L;AFC;AFC;675989644;1;;;;;;;;
DODS(GROUP)PLC;DODS(GROUP)PLC;DODS.L;DODS;DODS;582071380;0,6;;;;;;;;
Trans-Siberian Gold Plc.;Trans-Siberian Gold Plc.;TSG.L;TSG;TSG;110053073;0,65;;;;;;;;
INDEPENDENT OIL & GAS Plc.;INDEPENDENT OIL & GAS Plc.;IOG.L;IOG;IOG;480173245;0,45;;;;;;;;
Augean Plc.;Augean Plc.;AUG.L;AUG;AUG;104505742;0,5;;;;;;;;
Attraqt Group Plc.;Attraqt Group Plc.;ATQT.L;ATQT;ATQT;180048207;0,45;;;;;;;;
Pv Crystalox Solar Plc.;Pv Crystalox Solar Plc.;PVCS.L;PVCS;PVCS;7285408;0,95;;;;;;;;
Belvoir Lettings Plc.;Belvoir Lettings Plc.;BLV.L;BLV;BLV;35102005;0,8;;;;;;;;
STM GROUP Plc.;STM GROUP Plc.;STM.L;STM;STM;59408088;0,3;;;;;;;;
Property Franchise Group Plc.;Property Franchise Group Plc.;TPFG.L;TPFG;TPFG;25822750;0,35;;;;;;;;
Scientific Digital Imaging Plc.;Scientific Digital Imaging Plc.;SDI.L;SDI;SDI;97503951;0,75;;;;;;;;
Empresaria Group Plc.;Empresaria Group Plc.;EMR.L;EMR;EMR;48824932;0,65;;;;;;;;
VELOCYS Plc.;VELOCYS Plc.;VLS.L;VLS;VLS;1063856057;0,7;;;;;;;;
Futura Medical Plc.;Futura Medical Plc.;FUM.L;FUM;FUM;245626926;0,75;;;;;;;;
Brighton Pier Group Plc.;Brighton Pier Group Plc.;PIER.L;PIER;PIER;37286284;0,6;;;;;;;;
Dewhurst Plc.;Dewhurst Plc. ord;DWHT.L;DWHT;DWHT;3309200;0,5;;;;;;;;
Mothercare Plc.;Mothercare Plc.;MTC.L;MTC;MTC;341743770;0,65;;;;;;;;
Gfinity Plc.;Gfinity Plc.;GFIN.L;GFIN;GFIN;763195860;0,85;;;;;;;;
SUTTON HARBOUR Holdings;SUTTON HARBOUR Holdings;SUH.L;SUH;SUH;115944071;0,2;;;;;;;;
System1 Group Plc.;System1 Group Plc.;SYS1.L;SYS1;SYS1;13286773;0,75;;;;;;;;
Empyrean Energy Plc.;Empyrean Energy Plc.;EME.L;EME;EME;471197281;1;;;;;;;;
UP Global Sourcing Holdings Plc.;UP Global Sourcing Holdings Plc.;UPGS.L;UPGS;UPGS;82169600;0,75;;;;;;;;
BILLINGTON Holdings Plc.;BILLINGTON Holdings Plc.;BILN.L;BILN;BILN;12860959;0,6;;;;;;;;
eve Sleep Plc.;eve Sleep Plc.;EVE.L;EVE;EVE;272569414;0,85;;;;;;;;
Beeks Financial Cloud Group Plc.;Beeks Financial Cloud Group Plc.;BKS.L;BKS;BKS;51228258;0,9;;;;;;;;
NMCN Plc.;NMCN Plc.;NMCN.L;NMCN;NMCN;10438608;0,7;;;;;;;;
CLARKE (T.);CLARKE (T.);CTO.L;CTO;CTO;43052558;0,7;;;;;;;;
Hardide Plc.;Hardide Plc.;HDD.L;HDD;HDD;53218686;0,75;;;;;;;;
Cloudcall Group Plc.;Cloudcall Group Plc.;CALL.L;CALL;CALL;38768429;0,65;;;;;;;;
Windar Photonics Plc.;Windar Photonics Plc.;WPHO.L;WPHO;WPHO;49626080;1;;;;;;;;
Northbridge Industrial Services Plc.;Northbridge Industrial Services Plc.;NBI.L;NBI;NBI;28114752;0,45;;;;;;;;
Hawkwing Plc.;Hawkwing Plc.;HNG.L;HNG;HNG;7171360;0,65;;;;;;;;
Vianet Group Plc.;Vianet Group Plc.;VNET.L;VNET;VNET;28953414;0,65;;;;;;;;
SYMPHONY ENVIRONMENTAL TECH Plc.;SYMPHONY ENVIRONMENTAL TECH Plc.;SYM.L;SYM;SYM;170026277;0,75;;;;;;;;
Vast Resources Plc.;Vast Resources Plc.;VAST.L;VAST;VAST;12238069201;1;;;;;;;;
Zambeef Products Plc.;Zambeef Products Plc.;ZAM.L;ZAM;ZAM;300579590;1;;;;;;;;
SRT Marine Systems Plc.;SRT Marine Systems Plc.;SRT.L;SRT;SRT;164251939;1;;;;;;;;
Proton Power Systems Plc.;Proton Power Systems Plc.;PPS.L;PPS;PPS;731617072;0,2;;;;;;;;
Active Energy Group Plc.;Active Energy Group Plc.;AEG.L;AEG;AEG;1287536163;0,8;;;;;;;;
CAMBRIDGE COGNITION Holdings Plc.;CAMBRIDGE COGNITION Holdings Plc.;COG.L;COG;COG;31170093;0,85;;;;;;;;
Accrol Group Holdings Plc.;Accrol Group Holdings Plc.;ACRL.L;ACRL;ACRL;195246536;0,75;;;;;;;;
1Spatial Plc.;1Spatial Plc.;SPA.L;SPA;SPA;110805795;0,35;;;;;;;;
Metal Tiger Plc.;Metal Tiger Plc.;MTR.L;MTR;MTR;153814298;1;;;;;;;;
Quadrise Fuels International Plc.;Quadrise Fuels International Plc.;QFI.L;QFI;QFI;1053900774;0,8;;;;;;;;
EUROPEAN METALS HOLDINGS-DI;EUROPEAN METALS HOLDINGS-DI;EMH.L;EMH;EMH;150808893;0,85;;;;;;;;
Sterling Energy Plc.;Sterling Energy Plc.;SEY.L;SEY;SEY;220053520;0,2;;;;;;;;
Immupharma Plc.;Immupharma Plc.;IMM.L;IMM;IMM;183010920;0,85;;;;;;;;
Sosandar Plc.;Sosandar Plc.;SOS.L;SOS;SOS;192268122;0,85;;;;;;;;
SAFESTYLE UK Plc.;SAFESTYLE UK Plc.;SFE.L;SFE;SFE;82789083;0,95;;;;;;;;
Caledonian Trust Plc.;Caledonian Trust Plc.;CNN.L;CNN;CNN;11783577;0,25;;;;;;;;
Jubilee Platinum Plc.;Jubilee Platinum Plc.;JLP.L;JLP;JLP;2112509573;0,7;;;;;;;;
FireAngel Safety Technology Group Plc.;FireAngel Safety Technology Group Plc.;FA.L;FA;FA.;126558845;0,4;;;;;;;;
NETSCIENTIFIC Plc.;NETSCIENTIFIC Plc.;NSCI.L;NSCI;NSCI;14916122;0,4;;;;;;;;
Corero Network Security Plc.;Corero Network Security Plc.;CNS.L;CNS;CNS;494852304;0,14;;;;;;;;
Beowulf Mining Plc.;Beowulf Mining Plc.;BEM.L;BEM;BEM;602244672;1;;;;;;;;
Pennant International Group Plc.;Pennant International Group Plc.;PEN.L;PEN;PEN;36446385;0,6;;;;;;;;
Reneuron Group Plc.;Reneuron Group Plc.;RENE.L;RENE;RENE;31874324;0,75;;;;;;;;
TRAKM8 Holdings;TRAKM8 Holdings;TRAK.L;TRAK;TRAK;50004000;0,75;;;;;;;;
Mpac Group Plc.;Mpac Group Plc.;MPAC.L;MPAC;MPAC;20509256;0,95;;;;;;;;
Dewhurst Plc.;Dewhurst Plc. A;DWHA.L;DWHA;DWHA;3309200;0,65;;;;;;;;
Condor Gold Plc.;Condor Gold Plc.;CNR.L;CNR;CNR;117523178;0,8;;;;;;;;
Frenkel Topping Group Plc.;Frenkel Topping Group Plc.;FEN.L;FEN;FEN;75551641;0,25;;;;;;;;
Frontier Ip Group Plc.;Frontier Ip Group Plc.;FIPP.L;FIPP;FIPP;55005546;0,75;;;;;;;;
Rambler Metals & Mining Plc.;Rambler Metals & Mining Plc.;RMM.L;RMM;RMM;1296412000;0,05;;;;;;;;
GLI Finance Ltd.;GLI Finance Ltd.;GLIF.L;GLIF;GLIF;312065699;0,6;;;;;;;;
Egdon Resources Plc.;Egdon Resources Plc.;EDR.L;EDR;EDR;328315625;0,4;;;;;;;;
Plant Health Care Plc.;Plant Health Care Plc.;PHC.L;PHC;PHC;251989569;0,6;;;;;;;;
Kibo Mining Plc.;Kibo Mining Plc.;KIBO.L;KIBO;KIBO;1392802477;0,85;;;;;;;;
Rotala Plc.;Rotala Plc.;ROL.L;ROL;ROL;50924918;1;;;;;;;;
Woodbois Ltd.;Woodbois Ltd.;WBI.L;WBI;WBI;1430751958;0,5;;;;;;;;
Arc Minerals Ltd.;Arc Minerals Ltd.;ARCM.L;ARCM;ARCM;979007921;1;;;;;;;;
CAP-XX;CAP-XX;CPX.L;CPX;CPX;442115811;0,9;;;;;;;;
Thruvision Group;Thruvision Group;THRU.L;THRU;THRU;145454118;0,65;;;;;;;;
Access Intelligence Plc.;Access Intelligence Plc.;ACC.L;ACC;ACC;75146515;0,45;;;;;;;;
GAMING REALMS Plc.;GAMING REALMS Plc.;GMR.L;GMR;GMR;285967207;0,85;;;;;;;;
AMUR MINERALS Corp.;AMUR MINERALS Corp.;AMC.L;AMC;AMC;1364526775;1;;;;;;;;
Yourgene Health Plc.;Yourgene Health Plc.;YGEN.L;YGEN;YGEN;719509950;0,75;;;;;;;;
Solid State Plc.;Solid State Plc.;SOLI.L;SOLI;SOLI;8564878;0,85;;;;;;;;
Zoetic International Plc.;Zoetic International Plc.;ZOE.L;ZOE;ZOE;194570034;0,95;;;;;;;;
Eden Research Plc.;Eden Research Plc.;EDEN.L;EDEN;EDEN;380340229;0,6;;;;;;;;
Best Of The Best Plc.;Best Of The Best Plc.;BOTB.L;BOTB;BOTB;9377253;0,45;;;;;;;;
Coro Energy Plc.;Coro Energy Plc.;CORO.L;CORO;CORO;793322635;0,6;;;;;;;;
HARVEST MINERALS Ltd.;HARVEST MINERALS Ltd.;HMI.L;HMI;HMI;185835884;0,95;;;;;;;;
Altyn Plc.;Altyn Plc.;ALTN.L;ALTN;ALTN;2579264330;0,3;;;;;;;;
Tri-Star Resources Plc.;Tri-Star Resources Plc.;TSTR.L;TSTR;TSTR;95276864;0,3;;;;;;;;
GUSBOURNE Plc.;GUSBOURNE Plc.;GUS.L;GUS;GUS;46478619;0,3;;;;;;;;
Norish Plc.;Norish Plc.;NSH.L;NSH;NSH;30070378;0,85;;;;;;;;
Ingenta Plc.;Ingenta Plc.;ING.L;ING;ING;16919609;0,3;;;;;;;;
W Resources Plc.;W Resources Plc.;WRES.L;WRES;WRES;6775230746;1;;;;;;;;
MYCELX TECHNOLOGIES Corp.;MYCELX TECHNOLOGIES Corp.;MYX.L;MYX;MYX;19443750;0,5;;;;;;;;
Wilmcote Holdings Plc.;Wilmcote Holdings Plc.;WCH.L;WCH;WCH;670833336;0,05;;;;;;;;
Surface Transforms Plc.;Surface Transforms Plc.;SCE.L;SCE;SCE;154598319;0,95;;;;;;;;
SAREUM Holdings Plc.;SAREUM Holdings Plc.;SAR.L;SAR;SAR;3255415104;1;;;;;;;;
Escape Hunt Plc.;Escape Hunt Plc.;ESC.L;ESC;ESC;80369044;0,8;;;;;;;;
Surgical Innovations Group Plc.;Surgical Innovations Group Plc.;SUN.L;SUN;SUN;782566177;0,5;;;;;;;;
GetBusy Plc.;GetBusy Plc.;GETB.L;GETB;GETB;49425572;0,65;;;;;;;;
Cardiff Property Plc.;Cardiff Property Plc.;CDFF.L;CDFF;CDFF;1194511;1;;;;;;;;
NCONDEZI ENERGY Ltd.;NCONDEZI ENERGY Ltd.;NCCL.L;NCCL;NCCL;349695049;1;;;;;;;;
ZOLTAV RESOURCES Inc.;ZOLTAV RESOURCES Inc.;ZOL.L;ZOL;ZOL;141955386;0,6;;;;;;;;
London & Associated Properties Plc.;London & Associated Properties Plc.;LAS.L;LAS;LAS;85542711;0,55;;;;;;;;
Pressure Technologies Plc.;Pressure Technologies Plc.;PRES.L;PRES;PRES;18595165;0,45;;;;;;;;
CATHAY INTERNATIONAL Holdings Ltd.;CATHAY INTERNATIONAL Holdings Ltd.;CTI.L;CTI;CTI;1913811218;0,3;;;;;;;;
Quarto Group Inc.;Quarto Group Inc.;QRT.L;QRT;QRT;40889100;0,85;;;;;;;;
Airea Plc.;Airea Plc.;AIEA.L;AIEA;AIEA;41354353;0,95;;;;;;;;
Orchard Funding Group Plc.;Orchard Funding Group Plc.;ORCH.L;ORCH;ORCH;21354167;0,12;;;;;;;;
Iofina Plc.;Iofina Plc.;IOF.L;IOF;IOF;191858408;1;;;;;;;;
Velocity Composites Plc.;Velocity Composites Plc.;VEL.L;VEL;VEL;35986179;0,95;;;;;;;;
THALASSA Holdings Ltd.;THALASSA Holdings Ltd.;THAL.L;THAL;THAL;23338256;0,6;;;;;;;;
Gcm Resources Plc.;Gcm Resources Plc.;GCM.L;GCM;GCM;112560009;0,45;;;;;;;;
WEY EDUCATION Plc.;WEY EDUCATION Plc.;WEY.L;WEY;WEY;138478613;0,6;;;;;;;;
Enteq Upstream Plc.;Enteq Upstream Plc.;NTQ.L;NTQ;NTQ;67456235;0,85;;;;;;;;
Borders & Southern Petroleum Plc.;Borders & Southern Petroleum Plc.;BOR.L;BOR;BOR;484098484;0,85;;;;;;;;
Filtronic Plc.;Filtronic Plc.;FTC.L;FTC;FTC;213898416;0,8;;;;;;;;
BE HEARD GROUP Plc.;BE HEARD GROUP Plc.;BHRD.L;BHRD;BHRD;1246826584;0,9;;;;;;;;
Omega Diagnostics Group Plc.;Omega Diagnostics Group Plc.;ODX.L;ODX;ODX;178453110;0,9;;;;;;;;
Avacta Group Plc.;Avacta Group Plc.;AVCT.L;AVCT;AVCT;250649804;0,75;;;;;;;;
Osirium Technologies Plc.;Osirium Technologies Plc.;OSI.L;OSI;OSI;19495655;0,8;;;;;;;;
Helios Underwriting Plc.;Helios Underwriting Plc.;HUW.L;HUW;HUW;18380306;0,4;;;;;;;;
Inspiration Healthcare Group Plc.;Inspiration Healthcare Group Plc.;IHC.L;IHC;IHC;67973609;0,6;;;;;;;;
TITON Holdings;TITON Holdings;TON.L;TON;TON;11133750;1;;;;;;;;
Bristol Water Plc.;Bristol Water Plc.;BWRA.L;BWRA;BWRA;12500000;0,5;;;;;;;;
DeepMatter Group Plc.;DeepMatter Group Plc.;DMTR.L;DMTR;DMTR;879097281;0,55;;;;;;;;
600 Group Plc.;600 Group Plc.;SIXH.L;SIXH;SIXH;115421143;0,8;;;;;;;;
Cadogan Petroleum Plc.;Cadogan Petroleum Plc.;CAD.L;CAD;CAD;244128421;0,75;;;;;;;;
Reabold Resources Plc.;Reabold Resources Plc.;RBD.L;RBD;RBD;7096982101;0,7;;;;;;;;
E-Therapeutics Plc.;E-Therapeutics Plc.;ETX.L;ETX;ETX;419056796;0,75;;;;;;;;
APPLIED GRAPHENE MATERIALS Plc.;APPLIED GRAPHENE MATERIALS Plc.;AGM.L;AGM;AGM;49429380;0,8;;;;;;;;
Skinbiotherapeutics Plc.;Skinbiotherapeutics Plc.;SBTX.L;SBTX;SBTX;128083494;0,5;;;;;;;;
JAYWING Plc.;JAYWING Plc.;JWNG.L;JWNG;JWNG;93432217;0,5;;;;;;;;
FOX MARBLE Holdings Plc.;FOX MARBLE Holdings Plc.;FOX.L;FOX;FOX;308372214;0,9;;;;;;;;
Directa Plus Plc.;Directa Plus Plc.;DCTA.L;DCTA;DCTA;61174587;0,85;;;;;;;;
Tanfield Group Plc.;Tanfield Group Plc.;TAN.L;TAN;TAN;162906850;0,8;;;;;;;;
7DIGITAL Group Plc.;7DIGITAL Group Plc.;7DIG.L;7DIG;7DIG;2455419294;0,5;;;;;;;;
Ascent Resources Plc.;Ascent Resources Plc.;AST.L;AST;AST;75609652;1;;;;;;;;
DEKELOIL PUBLIC Ltd.;DEKELOIL PUBLIC Ltd.;DKL.L;DKL;DKL;423895851;0,75;;;;;;;;
Strategic Minerals Plc.;Strategic Minerals Plc.;SML.L;SML;SML;1734297949;0,95;;;;;;;;
Wynnstay Properties Plc.;Wynnstay Properties Plc.;WSP.L;WSP;WSP;3155267;0,75;;;;;;;;
Hunters Property Plc.;Hunters Property Plc.;HUNT.L;HUNT;HUNT;32814588;0,9;;;;;;;;
ARGOS RESOURCES Ltd.;ARGOS RESOURCES Ltd.;ARG.L;ARG;ARG;220713205;0,85;;;;;;;;
Creightons Plc.;Creightons Plc.;CRL.L;CRL;CRL;64746143;0,75;;;;;;;;
CARIBBEAN INVESTMENT HOLDING;CARIBBEAN INVESTMENT HOLDING;CIHL.L;CIHL;CIHL;139039114;1;;;;;;;;
Midatech Pharma Plc.;Midatech Pharma Plc.;MTPH.L;MTPH;MTPH;63048852;0,9;;;;;;;;
Angus Energy Plc.;Angus Energy Plc.;ANGS.L;ANGS;ANGS;604047219;0,95;;;;;;;;
Ilika Plc.;Ilika Plc.;IKA.L;IKA;IKA;138597312;0,75;;;;;;;;
Safestay Plc.;Safestay Plc.;SSTY.L;SSTY;SSTY;64679014;0,3;;;;;;;;
EVGEN PHARMA Plc.;EVGEN PHARMA Plc.;EVG.L;EVG;EVG;137297441;0,75;;;;;;;;
Intercede Group Plc.;Intercede Group Plc.;IGP.L;IGP;IGP;50523926;0,65;;;;;;;;
M Winkworth Plc.;M Winkworth Plc.;WINK.L;WINK;WINK;12733238;0,95;;;;;;;;
Tavistock Investments Plc.;Tavistock Investments Plc.;TAVI.L;TAVI;TAVI;607795801;1;;;;;;;;
Stanley Gibbons Group Plc.;Stanley Gibbons Group Plc.;SGI.L;SGI;SGI;426916643;0,9;;;;;;;;
LANDORE RESOURCES Plc.;LANDORE RESOURCES Plc.;LND.L;LND;LND;89953835;0,65;;;;;;;;
Cadence Minerals Plc.;Cadence Minerals Plc.;KDNC.L;KDNC;KDNC;140219053;1;;;;;;;;
Synairgen Plc.;Synairgen Plc.;SNG.L;SNG;SNG;149433442;0,9;;;;;;;;
Manx Financial Group Plc.;Manx Financial Group Plc.;MFX.L;MFX;MFX;114130077;0,85;;;;;;;;
Haydale Graphene Industries Plc.;Haydale Graphene Industries Plc.;HAYD.L;HAYD;HAYD;340223848;1;;;;;;;;
Catalyst Media Group Plc.;Catalyst Media Group Plc.;CMX.L;CMX;CMX;21696662;0,55;;;;;;;;
Eurasia Mining Plc.;Eurasia Mining Plc.;EUA.L;EUA;EUA;2758701681;0,9;;;;;;;;
INNOVADERMA Plc.;INNOVADERMA Plc.;IDP.L;IDP;IDP;14496633;0,95;;;;;;;;
Lidco Group Plc.;Lidco Group Plc.;LID.L;LID;LID;244174908;0,9;;;;;;;;
Northern Bear Plc.;Northern Bear Plc.;NTBR.L;NTBR;NTBR;19280824;0,8;;;;;;;;
HML Holdings Plc.;HML Holdings Plc.;HMLH.L;HMLH;HMLH;45995135;0,55;;;;;;;;
Walker Crips Group Plc.;Walker Crips Group Plc.;WCW.L;WCW;WCW;43327328;0,65;;;;;;;;
Venture Life Group Plc.;Venture Life Group Plc.;VLG.L;VLG;VLG;83712106;0,8;;;;;;;;
Arcontech Group Plc.;Arcontech Group Plc.;ARC.L;ARC;ARC;13210510;1;;;;;;;;
Croma Security Solutions Group Plc.;Croma Security Solutions Group Plc.;CSSG.L;CSSG;CSSG;15899000;0,6;;;;;;;;
Mobile Tornado Group Plc.;Mobile Tornado Group Plc.;MBT.L;MBT;MBT;379745000;0,5;;;;;;;;
Byotrol Plc.;Byotrol Plc.;BYOT.L;BYOT;BYOT;442842280;0,75;;;;;;;;
Ariana Resources Plc.;Ariana Resources Plc.;AAU.L;AAU;AAU;1062677943;1;;;;;;;;
United Oil & Gas Plc.;United Oil & Gas Plc.;UOG.L;UOG;UOG;625153968;1;;;;;;;;
Getech Group Plc.;Getech Group Plc.;GTC.L;GTC;GTC;37563615;0,55;;;;;;;;
SPDI SECURE PROPERTY INVEST&DEVELOP;SPDI SECURE PROPERTY INVEST&DEVELOP;SPDI.L;SPDI;SPDI;129191442;1;;;;;;;;
Aquila Services Group Plc.;Aquila Services Group Plc.;AQSG.L;AQSG;AQSG;39858862;1;;;;;;;;
EQTEC Plc.;EQTEC Plc.;EQT.L;EQT;EQT;6868712306;0,8;;;;;;;;
PCI- PAL Plc.;PCI- PAL Plc.;PCIP.L;PCIP;PCIP;59487845;0,8;;;;;;;;
Parity Group Plc.;Parity Group Plc.;PTY.L;PTY;PTY;102624020;0,75;;;;;;;;
Dcd Media Plc.;Dcd Media Plc.;DCD.L;DCD;DCD;2541419;0,02;;;;;;;;
Verditek Plc.;Verditek Plc.;VDTK.L;VDTK;VDTK;295646990;1;;;;;;;;
IDE Group Holdings Plc.;IDE Group Holdings Plc.;IDE.L;IDE;IDE;400802032;0,4;;;;;;;;
Arden Partners Plc.;Arden Partners Plc.;ARDN.L;ARDN;ARDN;33378935;0,9;;;;;;;;
London Finance & Investment Group Plc.;London Finance & Investment Group Plc.;LFI.L;LFI;LFI;31207479;0,45;;;;;;;;
Petards Group Plc.;Petards Group Plc.;PEG.L;PEG;PEG;57528229;0,6;;;;;;;;
Nuformix Plc.;Nuformix Plc.;NFX.L;NFX;NFX;490145081;0,45;;;;;;;;
OCTAGONAL Plc.;OCTAGONAL Plc.;OCT.L;OCT;OCT;568576886;0,9;;;;;;;;
Robinson Plc.;Robinson Plc.;RBN.L;RBN;RBN;17687223;0,9;;;;;;;;
Totally Plc.;Totally Plc.;TLY.L;TLY;TLY;182186111;0,75;;;;;;;;
Kingswood Holdings Ltd.;Kingswood Holdings Ltd.;KWG.L;KWG;KWG;216920719;0,4;;;;;;;;
Lpa Group Plc.;Lpa Group Plc.;LPA.L;LPA;LPA;12658229;0,9;;;;;;;;
Minoan Group Plc.;Minoan Group Plc.;MIN.L;MIN;MIN;522144275;1;;;;;;;;
Crimson Tide Plc.;Crimson Tide Plc.;TIDE.L;TIDE;TIDE;457486234;0,85;;;;;;;;
EUROPA OIL & GAS(HLDGS);EUROPA OIL & GAS(HLDGS);EOG.L;EOG;EOG;444691599;0,8;;;;;;;;
CYAN Holdings Plc.;CYAN Holdings Plc.;CYAN.L;CYAN;CYAN;183319833;0,95;;;;;;;;
Comptoir Group Plc.;Comptoir Group Plc.;COM.L;COM;COM;122666667;0,55;;;;;;;;
Universe Group Plc.;Universe Group Plc.;UNG.L;UNG;UNG;261066720;0,45;;;;;;;;
Sec SpA;Sec SpA;SECG.L;SECG;SECG;24250907;0,95;;;;;;;;
Altus Strategies Plc.;Altus Strategies Plc.;ALS.L;ALS;ALS;70091601;0,65;;;;;;;;
Distil Plc.;Distil Plc.;DIS.L;DIS;DIS;501982913;0,9;;;;;;;;
HEATH (SAMUEL) & SONS;HEATH (SAMUEL) & SONS;HSM.L;HSM;HSM;2534322;0,8;;;;;;;;
Caffyns Plc.;Caffyns Plc.;CFYN.L;CFYN;CFYN;2879298;0,95;;;;;;;;
Thor Mining Plc.;Thor Mining Plc.;THR.L;THR;THR;1282171467;1;;;;;;;;
Tricorn Group Plc.;Tricorn Group Plc.;TCN.L;TCN;TCN;49219285;0,55;;;;;;;;
Pittards Plc.;Pittards Plc.;PTD.L;PTD;PTD;13888690;0,6;;;;;;;;
NU-OIL AND GAS Plc.;NU-OIL AND GAS Plc.;NUOG.L;NUOG;NUOG;3390393217;1;;;;;;;;
Westminster Group Plc.;Westminster Group Plc.;WSG.L;WSG;WSG;160402511;1;;;;;;;;
T.F. & J.H. Braime (Holdings);T.F. & J.H. Braime (Holdings) A non voting;BMT.L;BMT;BMT;960000;1;;;;;;;;
Triad Group Plc.;Triad Group Plc.;TRD.L;TRD;TRD;15979979;0,75;;;;;;;;
Redx Pharma Plc.;Redx Pharma Plc.;REDX.L;REDX;REDX;195247413;1;;;;;;;;
Oracle Coalfields Plc.;Oracle Coalfields Plc.;ORCP.L;ORCP;ORCP;1997102369;0,45;;;;;;;;
Alba Mineral Resources Plc.;Alba Mineral Resources Plc.;ALBA.L;ALBA;ALBA;4991433448;1;;;;;;;;
Dillistone Group Plc.;Dillistone Group Plc.;DSG.L;DSG;DSG;19668021;1;;;;;;;;
Hemogenyx Pharmaceuticals Plc.;Hemogenyx Pharmaceuticals Plc.;HEMO.L;HEMO;HEMO;433636255;1;;;;;;;;
Valirx Plc.;Valirx Plc.;VAL.L;VAL;VAL;57104039;1;;;;;;;;
Brave Bison Group Plc.;Brave Bison Group Plc.;BBSN.L;BBSN;BBSN;612821228;0,55;;;;;;;;
PREMIER AFRICAN MINERALS Ltd.;PREMIER AFRICAN MINERALS Ltd.;PREM.L;PREM;PREM;13296046113;1;;;;;;;;
Medaphor Group Plc.;Medaphor Group Plc.;MED.L;MED;MED;269396792;0,55;;;;;;;;
Heavitree Brewery Plc.;Heavitree Brewery Plc. ord;HVT.L;HVT;HVT;2173752;0,7;;;;;;;;
SysGroup Plc.;SysGroup Plc.;SYS.L;SYS;SYS;49419690;0,5;;;;;;;;
FALANX GROUP Ltd.;FALANX GROUP Ltd.;FLX.L;FLX;FLX;400401186;0,7;;;;;;;;
Rosslyn Data Technologies Plc.;Rosslyn Data Technologies Plc.;RDT.L;RDT;RDT;338915521;0,35;;;;;;;;
GALANTAS GOLD Corp.;GALANTAS GOLD Corp.;GAL.L;GAL;GAL;35154604;0,65;;;;;;;;
Tasty Plc.;Tasty Plc.;TAST.L;TAST;TAST;141089758;0,6;;;;;;;;
Proteome Sciences Plc.;Proteome Sciences Plc.;PRM.L;PRM;PRM;295182056;0,7;;;;;;;;
PROPHOTONIX Ltd.;PROPHOTONIX Ltd.;PPIX.L;PPIX;PPIX;93150402;0,95;;;;;;;;
Bisichi Mining Plc.;Bisichi Mining Plc.;BISI.L;BISI;BISI;10676839;0,6;;;;;;;;
Prime People Plc.;Prime People Plc.;PRP.L;PRP;PRP;12393449;0,55;;;;;;;;
Goldplat Plc.;Goldplat Plc.;GDP.L;GDP;GDP;169774333;0,7;;;;;;;;
THINKSMART Ltd.;THINKSMART Ltd.;TSL.L;TSL;TSL;106509994;0,6;;;;;;;;
